NA,"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird @ORGANISM$ , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous @MATTER$ consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Disaster risk reduction progress score , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , Marine protected areas , Methane emissions , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , People with basic handwashing facilities including soap and water , Plant species , Population living in areas where elevation is below 5 meters , Population living in slums , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry Source : Last updated at : ######## License - Creative Commons Attribution International CC-BY environment_indicators_for_india_1 country_name Country Name string # string country_name country_iso3 Country ISO3 string # string country_iso3 year Year gyear # gYear year indicator_name Indicator Name string # string indicator_name indicator_code Indicator Code string # string indicator_code value Value number # decimal value data/environment_indicators_for_india_1.csv csv original/environment-indicators-for-india-1.csv original/environment-indicators-for-india-1.csv csv text/csv 375066 environment hxl indicators india"
NA,"It is highly unlikely that species-poor plantations , which may be optimal for @QUALITY$ production , will outperform species diverse assemblages for a combination of functions , including overall @MATTER$ storage and control over water and nutrient flows ."
NA,"Here , we employ meta-analysis to provide a quantitative assessment of the effects of changes in land use and land management across a range of successional/extensification transitions ( conventional arable Ã¢â â no or reduced tillage Ã¢â â grassland Ã¢â â wooded land ) on community metrics for two functionally important @ORGANISM$ , @ORGANISM$ and fungi ."
occur_in,"Biodiversity inventories and conservation of the @ORGANISM$ of Bootless @ENVIRONMENT$ , Papua New Guinea Background The effective management and conservation of biodiversity is predicated on clearly defined conservation targets ."
NA,"additional trees aluminium cadmium calcium carbon chemical leaf composition chrome cobalt copper date explanatory individual based values iron kalium LDMC lead leaf size leaf trait location magnesium Main Experiment manganese natrium nickel nitrogen phosphorus polyphenols sample identity shrub shrub individual shrub position SLA @ORGANISM$ stomata @MATTER$ sulfur tannin taxon tree individual tree position year zinc Find the list of keywords here : Samplecode Sample.Collector Species Year_Collected Exp_Site Exp_vicinity Exp_Plot Exp_Plot_Position TAG neighbour.tree_TAG shrub.TAG Leaf.fresh.weight Leaf.dry.weight LA SLA LDMC N C CN K Mg Ca Al Ca2 Fe K2 Mg2 Mn Na P S Zn Co Cu Pb Sr Cr Ni Cd214 Cd228 stomata.density average.length average.width Phenolics Tannin List of headers of the data columns in this dataset Prof. Helge Bruelheide , David Eichenberg , Wenzel KrÃƒÂ¶ber , Martin BÃƒÂ¶hnke , Christian Ristok Main Sites A and B of the experimantal plantations of BEF China 29Ã‚Â°08'-29Ã‚Â°11 29Ã‚Â°08'-29Ã‚Â°11 N 117Ã‚Â°90'-117Ã‚Â°93 117Ã‚Â°90'-117Ã‚Â°93 E 117.8998 118.1483 29.2852 29.10178 ######## ######## Tree and shrub species planted in the Main experiment of BEF China Tree and shrub species planted in the Main experiment of BEF China deichenberg hbruelheide wkroeber mboehnke Main Experiment : Leaf traits and chemicals from individual trees in the Main Experiment ( Site A & B ) Leaf traits and chemicals from tree species in the Main Experimental sites , including secondary compound ( total phenolic and tannin concentrations ) and information on stomata ."
NA,"-- - 6 digit metal tags starting with 3 were also used for @ENVIRONMENT$ debris items -- the reference file linking @MATTER$ tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa : Silver ID given by Martin , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP tree individuals were marked mostly with metal tags but also additional tags were used ."
occur_in,DESCRIPTION This data set shows point locations of @ORGANISM$ @ENVIRONMENT$ .
NA,Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - @QUALITY$ ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( thoughfall_mm : @PHENOMENA$ as measured by the throughfall collecting bottles ) millimeter real Precipitation Precipitation measured at the climate station or locally within sites .
NA,"additional trees aluminium cadmium calcium carbon chemical leaf composition chrome cobalt copper date explanatory individual based values iron kalium LDMC lead leaf size leaf trait location magnesium Main Experiment manganese natrium nickel nitrogen phosphorus polyphenols sample identity shrub shrub individual shrub position SLA @ORGANISM$ stomata strontium sulfur tannin taxon tree individual tree position year @MATTER$ Find the list of keywords here : Samplecode Sample.Collector Species Year_Collected Exp_Site Exp_vicinity Exp_Plot Exp_Plot_Position TAG neighbour.tree_TAG shrub.TAG Leaf.fresh.weight Leaf.dry.weight LA SLA LDMC N C CN K Mg Ca Al Ca2 Fe K2 Mg2 Mn Na P S Zn Co Cu Pb Sr Cr Ni Cd214 Cd228 stomata.density average.length average.width Phenolics Tannin List of headers of the data columns in this dataset Prof. Helge Bruelheide , David Eichenberg , Wenzel KrÃƒÂ¶ber , Martin BÃƒÂ¶hnke , Christian Ristok Main Sites A and B of the experimantal plantations of BEF China 29Ã‚Â°08'-29Ã‚Â°11 29Ã‚Â°08'-29Ã‚Â°11 N 117Ã‚Â°90'-117Ã‚Â°93 117Ã‚Â°90'-117Ã‚Â°93 E 117.8998 118.1483 29.2852 29.10178 ######## ######## Tree and shrub species planted in the Main experiment of BEF China Tree and shrub species planted in the Main experiment of BEF China deichenberg hbruelheide wkroeber mboehnke Main Experiment : Leaf traits and chemicals from individual trees in the Main Experiment ( Site A & B ) Leaf traits and chemicals from tree species in the Main Experimental sites , including secondary compound ( total phenolic and tannin concentrations ) and information on stomata ."
NA,"We explored elemental stoichiometry in @ENVIRONMENT$ plant tissue ( ratios of carbon , @MATTER$ , phosphorus , and potassium ) and its relationship to plant diversity in a 5-year study in a large grassland biodiversity experiment ( Jena Experiment ) ."
NA,"Assessments of Drought Impacts on Vegetation in China with the Optimal Time Scales of the Climatic Drought Index @PHENOMENA$ is expected to increase in frequency and severity due to global warming , and its impacts on @ENVIRONMENT$ are typically extensively evaluated with climatic drought indices , such as multi-scalar Standardized Precipitation Evapotranspiration Index ( SPEI ) ."
NA,"The greatest consumptive energy sector use is @PHENOMENA$ from hydroelectric reservoirs , followed by irrigation water for biofuel feedstocks and water used for electricity generation from @MATTER$ ."
NA,"Contents of carbon , nitrogen and sulphur as well as pH-values ( H2O and @MATTER$ ) of six @QUALITY$ increments per CSP ."
NA,Ways to quantify @PHENOMENA$ : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; @QUALITY$ open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( am_b : rainfall amount open field ( collecting bottle ) mm -- rainfall amount ( collecting bottle ) -- measured by a rainfall collecting bottle ) millimeter real Precipitation Precipitation measured at the climate station or locally within sites .
have,"Selection of competitors : all neighbours within a @QUALITY$ of 2-Jan the height of the target tree were said to be competitors CSP #ERROR! target @ORGANISM$ Leaf habit ( fct_gr ) , fct_gr Leaf habit ( fct_gr : functional group of target , deciduous or evergreen ."
NA,"@ENVIRONMENT$ often lack infrastructure and harbor tribes with distinct genetic @QUALITY$ , socio-cultural beliefs and practices that greatly influence malaria transmission dynamics ."
NA,( CSP10 : BEF research plot where the abundance of @ORGANISM$ x is estimated ) dimensionless real @QUALITY$ Number of individuals determined for the respective category .
have,"-- - Crown length is calculated as the total tree height minus the height of the bifurcation point , The crown ratio was calculated as crown length divided by the @QUALITY$ of the @ORGANISM$ ( ad : absolute crown displacement ) dimensionless real Crown architecture Crown radii in the eight subcardinal directions were determined by means of a crown mirror ."
influence,"We demonstrate that I. noli- tangere and I. textori share the same @PHENOMENA$ niche ( i.e. , flowering season , @ORGANISM$ , and position of pollen on the pollinator s body ) ."
have,"It would then only be counted in the central subplot as contributing to the biomass.Helper ; Datagroup description : Helper Plant height ( height ) , meter height measuring @ORGANISM$ @QUALITY$ ( height : height of snag : The height is measured on all upright CWD ( i.e ."
NA,"Given limitations in using organ-level traits to predict ecological performance of species , recent advances using tolerances of low resource availability as plant functional @QUALITY$ are revealing the often hidden roles these factors have in structuring @ENVIRONMENT$ and are becoming central to classifying plants ecologically ."
NA,"In this study , we used culture dependent and independent methods to assess the community structure and diversity of chemolithoautotrophs in agricultural and coastal barren saline @ENVIRONMENT$ ( low and high @QUALITY$ ) ."
NA,"The effects of weather on fungal abundance and richness among 25 communities in the Intermountain West Background Because moisture and temperature influence the growth of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of @ORGANISM$ in habitats with different @QUALITY$ ."
NA,"It was measured in standing @ORGANISM$ , or snags , additional to the basal diameter ; Diameter at breast height ; ; Datagroup description : @QUALITY$ at breast height ; Instrumentation : diameter tape , calliper ( derived from datagroup ) ; Instrumentation : diameter tape , calliper ( derived from datagroup ) ) dimensionless real Diameter at breast height Diameter of a tree , measured at 1.3 m height diameter at breast height ."
NA,"Methodology We conducted a 3-year field experiment in a @ENVIRONMENT$ to assess the relationship between plant reproductive allocation ( RA ) and species relative @QUALITY$ ( SRA ) on control , grazed and fertilized plots ."
NA,"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa : Silver ID given by Martin , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , @ENVIRONMENT$ debris ) ; Datagroup description : CSP metal tag number ( @ORGANISM$ , woody debris ) ; Datagroup description : CSP tree individuals were marked mostly with metal tags but also additional tags were used ."
NA,"Assessments of Drought Impacts on @ENVIRONMENT$ in China with the Optimal Time Scales of the Climatic Drought Index @PHENOMENA$ is expected to increase in frequency and severity due to global warming , and its impacts on vegetation are typically extensively evaluated with climatic drought indices , such as multi-scalar Standardized Precipitation Evapotranspiration Index ( SPEI ) ."
NA,"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa : Silver ID given by Martin , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP @ORGANISM$ individuals were marked mostly with @MATTER$ tags but also additional tags were used ."
NA,Complementary effects of species with contrasting functional @QUALITY$ on different functions and multi-functional @ORGANISM$ may have contributed to diversity effects in grazed fallows .
NA,"number # decimal @MATTER$ total total The total area when adding cropland , grazing land , forest @ENVIRONMENT$ , fishing ground , built up land and carbon footprints together number # decimal total qscore QScore A data quality scoring system to show a country s data quality which is comprised of two components , a timeline score ( excluding latest year and denoted by a number from 1 to 3 ) and a latest year score ( denoted by a letter from A to D ) ."
NA,The @QUALITY$ of the riparian reserves was more similar to logged forest than @MATTER$ .
NA,"Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a @PHENOMENA$ collecting bottle ; rainfall amount open @ENVIRONMENT$ ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge average of the five highest five minute intensities ( tipping-bucket ) -- average of the five highest five minute intensities ( tipping-bucket ) -- measured by the tipping-bucket rain gauge Wind speed ( wind_v ) , metersPerSecond wind_v Wind speed ( wind_v : average wind speed m/s -- average wind speed -- measured by the vaisala sensor ) dimensionless real Wind speed Wind speed average wind speed m/s -- average wind speed -- measured by the vaisala sensor Wind speed ( pwind_v ) , metersPerSecond pwind_v Wind speed ( pwind_v : peak wind speed m/s -- peak wind speed -- measured by the vaisala sensor ) dimensionless real Wind speed Wind speed peak wind speed m/s -- peak wind speed -- measured by the vaisala sensor yes 13"
NA,Here we explore contemporary anthropogenic global patterns in vascular plant species richness at regional @QUALITY$ by combining spatially explicit models and estimates for native @ORGANISM$ loss together with gains in exotics caused by species invasions and the introduction of agricultural domesticates and ornamental exotic plants .
NA,Results @ORGANISM$ was significantly affected by both earthworms and plant species @QUALITY$ .
influence,"Because fungal pathogens likely have similar abiotic requirements for @PHENOMENA$ as other @ORGANISM$ , characterizing weather conditions favorable for fungi also may be used to predict the selective pressures imposed by pathogenic fungi on plants in different habitats ."
NA,"The effects of weather on fungal abundance and richness among 25 communities in the Intermountain West Background Because moisture and temperature influence the @PHENOMENA$ of fungi , characterizing @QUALITY$ favorable for fungi may be used to predict the abundance and richness of fungi in habitats with different climate conditions ."
occur_in,"Species Richness and Trophic Diversity Increase @PHENOMENA$ in a Co-Evolved Food Web Ecological @ENVIRONMENT$ show great variation in species richness , composition and food web structure across similar and diverse ecosystems ."
occur_in,"Main Experiment : Seedling addition experiment - growth and biomass data Markus Germany Alexandra Erfmeier Institute of Botany / Geobotany and @ENVIRONMENT$ in Martin Luther University @LOCATION$ Halle/Saale Germany 0345-55-26230 ######## en_US While coexistence in plant communities is frequently explained by effects of resource niche partitioning , the Janzen-Connell ( J-C ) hypothesis is an alternative approach that has been assumed as a major ecological mechanism explaining high species richness levels , in particular , in tropical forest ecosystems ."
NA,"We explored elemental stoichiometry in @ENVIRONMENT$ plant tissue ( ratios of @MATTER$ , nitrogen , phosphorus , and potassium ) and its relationship to plant diversity in a 5-year study in a large grassland biodiversity experiment ( Jena Experiment ) ."
have,"It would then only be counted in the central subplot as contributing to the biomass.Helper ; Datagroup description : Helper Plant height ( height ) , meter height measuring @ORGANISM$ @QUALITY$ ( height : height of snag : The height is measured on all upright CWD ( i.e ."
NA,Ways to quantify @PHENOMENA$ : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open @ENVIRONMENT$ ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( top5_t : average of the five highest five minute intensities ( tipping-bucket ) -- average of the five highest five minute intensities ( tipping-bucket ) -- measured by the tipping-bucket rain gauge ) dimensionless real Precipitation Precipitation measured at the climate station or locally within sites .
NA,"We examined whether plant diversity improves the @QUALITY$ of agroecosystems to sustain multiple ecosystem services of wood and forage , and two elements of @ENVIRONMENT$ formationÃ¢â¬âin two types of smallholder fallows in western Kenya ."
NA,"Threats to marine biodiversity in the U.S. are the same as those for most of the world : overexploitation of living resources ; reduced @MATTER$ quality ; coastal development ; shipping ; invasive @ORGANISM$ ; rising temperature and concentrations of carbon dioxide in the surface ocean , and other changes that may be consequences of global change , including shifting currents ; increased number and size of hypoxic or anoxic areas ; and increased number and duration of harmful algal blooms ."
NA,"If the top diameter is not given , then it is 3 cm in @QUALITY$ ( BD : diameter at the @ENVIRONMENT$ of wood : ( dbh : The diameter at breast height is preferably measured with a dbh-tape ."
NA,"on the @ENVIRONMENT$ ( area_neigh : @QUALITY$ of circular plot of neighbour evaluation , used as area basis for determination of neighbour indices ) dimensionless real Projected area Projected area from a object ( e.g ."
NA,"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagAFCW : Silver ID given by Anja , can be given to a woody debris item or to a standing dead tree or snagCSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP metal tag number ( @ORGANISM$ , @ENVIRONMENT$ debris ) ; Datagroup description : CSP tree individuals were marked mostly with metal tags but also additional tags were used ."
influence,These were gross community productivity in a salt marsh @ORGANISM$ assemblage and an intertidal macroalgae assemblage ; community clearance of microalgae in sessile suspension feeding invertebrate assemblage ; and @PHENOMENA$ in an intertidal macroalgae assemblage .
NA,Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open @PHENOMENA$ ( vaisala ) mmmeasured by the vaisala sensor -- - @QUALITY$ open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( int_v : average rainfall intensity open field ( vaisala ) mm/h -- average rainfall intensity ( vaisala ) -- measured by the vaisala sensor ) dimensionless real Precipitation Precipitation measured at the climate station or locally within sites .
NA,"Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a @PHENOMENA$ collecting bottle ; rainfall amount open @ENVIRONMENT$ ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge rainfall amount open field ( vaisala ) mm -- rainfall amount ( vaisala ) -- measured by the vaisala sensor Precipitation ( int_v ) , millimeter per hour int_v Precipitation measured at the climate station or locally within sites ."
occur_in,"Indicators : Access to electricity , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Arable land , Bird species , CO2 emissions , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from solid fuel consumption , Capture fisheries production , Coal rents , Energy related methane emissions , Fish species , Forest area , Forest rents , Land area , @ENVIRONMENT$ where elevation is below 5 meters , Mammal species , Marine protected areas , Methane emissions , @PHENOMENA$ in energy sector , Mineral rents , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters Methodology - Registry"
NA,Conclusion This study may provide fundamentally new insights into the role of chemolithoautotrophic and photoautotrophic bacterial diversity in biochemical @MATTER$ cycling in barren saline @ENVIRONMENT$ .
occur_in,"The abundance of @ORGANISM$ were collected from 64 plots ( each 1250 m2 in size ) within a Sierra Leonean @ENVIRONMENT$ , and Shannon-Wiener biodiversity indices were calculated ."
have,"@QUALITY$ as tensile strength of a excission of the respective leaf @MATTER$ ( Phenolics ) , mg/g Phenolics Secondary metabolites are organic compounds that are not directly involved in the normal growth , development , or reproduction of an organism ."
NA,"@ORGANISM$ Diversity Impacts Decomposition and Herbivory via Changes in Aboveground Arthropods Loss of plant diversity influences essential @PHENOMENA$ as aboveground productivity , and can have cascading effects on the arthropod communities in adjacent trophic levels ."
NA,"Given the recent interest in @MATTER$ , understanding how large-scale and rapid plant @QUALITY$ degradation occurs in a highly evolved insect herbivore is of particular relevance for bioenergy ."
have,"Causes , consequences , and perspectives in the variations of intestinal density of @ENVIRONMENT$ of @ORGANISM$ The intestinal microbiota is a complex environment that hosts 1013 to 1014 bacteria ."
occur_in,"DESCRIPTION Fish abundance in the Elwha River estuary , Washington , from 2006 to 2014 SUMMARY Original Title : Fish abundance in the @ENVIRONMENT$ estuary in @LOCATION$ , from 2006 to 2014 This portion of the data release presents fish abundance data from samples collected in the Elwha River estuary , Washington , in 2006 , 2007 , 2013 , and 2014 ( no associated USGS Field Activities numbers because data were collected predominantly by biologists from the Lower Elwha Klallam Tribe ) ."
NA,"The NNR comprises a large portion of broad-leaved forests of advanced successional stages ( Hu & Yu 2008 ) , which have not been managed since the beginning of the 1990ies , as well as young successional stages and conifer plantations , mainly of @ORGANISM$ and Pinus massoniana General : Synonyms of @ENVIRONMENT$ and shrub species names from the Comparative Study Plots ( CSP ) and the Main Experiment /datasets/14 ASCII 1 column , Scientific plant species name : Synonyms ( synonym ) , synonym If an IPNI identifiery was not found for a species , this is the most closely resembling species in the IPNI list for the species found in the flora of China ( synonym : synonym for a fullname consisting of genus and species epiteth ; do not use this name within BEF-China ; Source : GBIF , IPNI ( derived from datagroup ) ( derived from datagroup ) ) If an IPNI identifiery was not found for a species , this is the most closely resembling species in the IPNI list for the species found in the flora of China Scientific plant species name : Synonyms If an IPNI identifiery was not found for a species , this is the most closely resembling species in the IPNI list for the species found in the flora of China synonym for a fullname consisting of genus and species epiteth ; do not use this name within BEF-China ; Source : GBIF , IPNI ( derived from datagroup ) ( derived from datagroup ) Author name for species description ( fullauthor ) , id fullauthor Author name for species description ( fullauthor : Author name for species description ) Author name for species description Author name for species description Author name for species description Author name for species description Date time information ( Year ) , year Year Date time information , given as year or as date or as date time ."
NA,"The MAR , 3,704,404 km2 in area , accounts for 44.7 % lower bathyal habitat ( 800Ã¢â¬â3500 m depth ) in the North Atlantic and is dominated by fine soft @MATTER$ substrate ( 95 % of @QUALITY$ ) on a series of flat terraces with intervening slopes either side of the ridge axis contributing to habitat heterogeneity ."
NA,"Results for different comparisons were largely consistent among taxonomic groups for @ENVIRONMENT$ and @ORGANISM$ , respectively ."
NA,"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , @ENVIRONMENT$ , Methane emissions , @PHENOMENA$ in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry"
